Participant,Practice,Block,Trial,semantic,gestures,congruent,stimulus,mouse
6,false,161,2,1,1,1,c2,null
6,false,161,3,1,1,1,g2,null
6,false,162,0,1,1,1,c2,null
6,false,162,1,1,1,1,g2,null
6,false,162,2,1,1,1,g1,null
6,false,162,3,1,1,1,c1,null
6,false,163,0,1,1,1,c1,null
6,false,163,1,1,1,1,g1,null
6,false,163,2,1,1,1,g2,null
6,false,163,3,1,1,1,c2,null
6,false,164,0,1,1,1,c2,null
6,false,164,1,1,1,1,c1,null
6,false,164,2,1,1,1,g1,null
6,false,164,3,1,1,1,g2,null
6,false,165,0,1,1,1,c2,null
6,false,165,1,1,1,1,g1,null
6,false,165,2,1,1,1,c1,null
6,false,165,3,1,1,1,g2,null
6,false,166,0,1,1,1,g1,null
6,false,166,1,1,1,1,c2,null
6,false,166,2,1,1,1,c1,null
6,false,166,3,1,1,1,g2,null
6,false,167,0,1,1,1,g1,null
6,false,167,1,1,1,1,c2,null
6,false,167,2,1,1,1,c1,null
6,false,167,3,1,1,1,g2,null
6,false,168,0,1,1,1,g2,null
6,false,168,1,1,1,1,g1,null
6,false,168,2,1,1,1,c1,null
6,false,168,3,1,1,1,c2,null
6,false,169,0,1,1,1,c2,null
6,false,169,1,1,1,1,c1,null
6,false,169,2,1,1,1,g2,null
6,false,169,3,1,1,1,g1,null
6,false,170,0,1,1,1,c2,null
6,false,170,1,1,1,1,c1,null
6,false,170,2,1,1,1,g1,null
6,false,170,3,1,1,1,g2,null
6,true,0,0,1,1,0,g2,left
6,false,171,0,1,1,0,g2,null
6,false,171,1,1,1,0,c2,null
6,false,171,2,1,1,0,c1,null
6,false,171,3,1,1,0,g1,null
6,false,172,0,1,1,0,c1,null
6,false,172,1,1,1,0,c2,null
6,false,172,2,1,1,0,g1,null
6,false,172,3,1,1,0,g2,null
6,false,173,0,1,1,0,c1,null
6,false,173,1,1,1,0,c2,null
6,false,173,2,1,1,0,g1,null
6,false,173,3,1,1,0,g2,null
6,false,174,0,1,1,0,c1,null
6,false,174,1,1,1,0,g1,null
6,false,174,2,1,1,0,c2,null
6,false,174,3,1,1,0,g2,null
6,false,175,0,1,1,0,g2,null
6,false,175,1,1,1,0,c1,null
6,false,175,2,1,1,0,c2,null
6,false,175,3,1,1,0,g1,null
6,false,176,0,1,1,0,g1,null
6,false,176,1,1,1,0,c2,null
6,false,176,2,1,1,0,g2,null
6,false,176,3,1,1,0,c1,null
6,false,177,0,1,1,0,g2,null
6,false,177,1,1,1,0,c2,null
6,false,177,2,1,1,0,c1,null
6,false,177,3,1,1,0,g1,null
6,false,178,0,1,1,0,c1,null
6,false,178,1,1,1,0,g1,null
6,false,178,2,1,1,0,g2,null
6,false,178,3,1,1,0,c2,null
6,false,179,0,1,1,0,g1,null
6,false,179,1,1,1,0,c1,null
6,false,179,2,1,1,0,c2,null
6,false,179,3,1,1,0,g2,null
6,false,180,0,1,1,0,g1,null
6,false,180,1,1,1,0,g2,null
6,false,180,2,1,1,0,c2,null
6,false,180,3,1,1,0,c1,null
7,true,0,0,3,3,0,c2,right
7,false,1,0,3,3,0,c1,null
7,false,1,1,3,3,0,c2,null
7,false,1,2,3,3,0,g1,null
7,false,1,3,3,3,0,g2,null
7,false,2,0,3,3,0,g1,null
7,false,2,1,3,3,0,c1,null
7,false,2,2,3,3,0,c2,null
7,false,2,3,3,3,0,g2,null
7,false,3,0,3,3,0,c1,null
7,false,3,1,3,3,0,g1,null
7,false,3,2,3,3,0,g2,null
7,false,3,3,3,3,0,c2,null
7,false,4,0,3,3,0,g1,null
7,false,4,1,3,3,0,g2,null
7,false,4,2,3,3,0,c2,null
7,false,4,3,3,3,0,c1,null
7,false,5,0,3,3,0,c1,null
7,false,5,1,3,3,0,g1,null
7,false,5,2,3,3,0,g2,null
7,false,5,3,3,3,0,c2,null
7,false,6,0,3,3,0,c1,null
7,false,6,1,3,3,0,g1,null
7,false,6,2,3,3,0,c2,null
7,false,6,3,3,3,0,g2,null
7,false,7,0,3,3,0,c2,null
7,false,7,1,3,3,0,g2,null
7,false,7,2,3,3,0,c1,null
7,false,7,3,3,3,0,g1,null
7,false,8,0,3,3,0,c2,null
7,false,8,1,3,3,0,g2,null
7,false,8,2,3,3,0,g1,null
7,false,8,3,3,3,0,c1,null
7,false,9,0,3,3,0,c1,null
7,false,9,1,3,3,0,g1,null
7,false,9,2,3,3,0,g2,null
7,false,9,3,3,3,0,c2,null
7,false,10,0,3,3,0,c1,null
7,false,10,1,3,3,0,g2,null
7,false,10,2,3,3,0,c2,null
7,false,10,3,3,3,0,g1,null
7,true,0,0,3,3,1,g2,left
7,false,11,0,3,3,1,c1,null
7,false,11,1,3,3,1,g2,null
7,false,11,2,3,3,1,c2,null
7,false,11,3,3,3,1,g1,null
7,false,12,0,3,3,1,c2,null
7,false,12,1,3,3,1,g1,null
7,false,12,2,3,3,1,g2,null
7,false,12,3,3,3,1,c1,null
7,false,13,0,3,3,1,c1,null
7,false,13,1,3,3,1,g2,null
7,false,13,2,3,3,1,g1,null
7,false,13,3,3,3,1,c2,null
7,false,14,0,3,3,1,c1,null
7,false,14,1,3,3,1,g2,null
7,false,14,2,3,3,1,c2,null
7,false,14,3,3,3,1,g1,null
7,false,15,0,3,3,1,c1,null
7,false,15,1,3,3,1,g1,null
7,false,15,2,3,3,1,g2,null
7,false,15,3,3,3,1,c2,null
7,false,16,0,3,3,1,g1,null
7,false,16,1,3,3,1,g2,null
7,false,16,2,3,3,1,c2,null
7,false,16,3,3,3,1,c1,null
7,false,17,0,3,3,1,c2,null
7,false,17,1,3,3,1,g2,null
7,false,17,2,3,3,1,c1,null
7,false,17,3,3,3,1,g1,null
7,false,18,0,3,3,1,c1,null
7,false,18,1,3,3,1,c2,null
7,false,18,2,3,3,1,g2,null
7,false,18,3,3,3,1,g1,null
7,false,19,0,3,3,1,c1,null
7,false,19,1,3,3,1,g2,null
7,false,19,2,3,3,1,c2,null
7,false,19,3,3,3,1,g1,null
7,false,20,0,3,3,1,g2,null
7,false,20,1,3,3,1,c2,null
7,false,20,2,3,3,1,c1,null
7,false,20,3,3,3,1,g1,null
7,true,0,0,3,1,1,c2,right
7,false,21,0,3,1,1,g1,null
7,false,21,1,3,1,1,g2,null
7,false,21,2,3,1,1,c1,null
7,false,21,3,3,1,1,c2,null
7,false,22,0,3,1,1,g2,null
7,false,22,1,3,1,1,g1,null
7,false,22,2,3,1,1,c1,null
7,false,22,3,3,1,1,c2,null
7,false,23,0,3,1,1,g2,null
7,false,23,1,3,1,1,c1,null
7,false,23,2,3,1,1,g1,null
7,false,23,3,3,1,1,c2,null
7,false,24,0,3,1,1,g1,null
7,false,24,1,3,1,1,c1,null
7,false,24,2,3,1,1,g2,null
7,false,24,3,3,1,1,c2,null
7,false,25,0,3,1,1,g2,null
7,false,25,1,3,1,1,c1,null
7,false,25,2,3,1,1,g1,null
7,false,25,3,3,1,1,c2,null
7,false,26,0,3,1,1,g1,null
7,false,26,1,3,1,1,c1,null
7,false,26,2,3,1,1,c2,null
7,false,26,3,3,1,1,g2,null
7,false,27,0,3,1,1,c2,null
7,false,27,1,3,1,1,g2,null
7,false,27,2,3,1,1,g1,null
7,false,27,3,3,1,1,c1,null
7,false,28,0,3,1,1,g2,null
7,false,28,1,3,1,1,g1,null
7,false,28,2,3,1,1,c2,null
7,false,28,3,3,1,1,c1,null
7,false,29,0,3,1,1,g2,null
7,false,29,1,3,1,1,g1,null
7,false,29,2,3,1,1,c1,null
7,false,29,3,3,1,1,c2,null
7,false,30,0,3,1,1,g1,null
7,false,30,1,3,1,1,c1,null
7,false,30,2,3,1,1,c2,null
7,false,30,3,3,1,1,g2,null
7,true,0,0,3,1,0,c2,left
7,false,31,0,3,1,0,c2,null
7,false,31,1,3,1,0,c1,null
7,false,31,2,3,1,0,g2,null
7,false,31,3,3,1,0,g1,null
7,false,32,0,3,1,0,c2,null
7,false,32,1,3,1,0,g2,null
7,false,32,2,3,1,0,c1,null
7,false,32,3,3,1,0,g1,null
7,false,33,0,3,1,0,g1,null
7,false,33,1,3,1,0,c1,null
7,false,33,2,3,1,0,g2,null
7,false,33,3,3,1,0,c2,null
7,false,34,0,3,1,0,c1,null
7,false,34,1,3,1,0,g1,null
7,false,34,2,3,1,0,g2,null
7,false,34,3,3,1,0,c2,null
7,false,35,0,3,1,0,c2,null
7,false,35,1,3,1,0,g2,null
7,false,35,2,3,1,0,g1,null
7,false,35,3,3,1,0,c1,null
7,false,36,0,3,1,0,g2,null
7,false,36,1,3,1,0,c1,null
7,false,36,2,3,1,0,c2,null
7,false,36,3,3,1,0,g1,null
7,false,37,0,3,1,0,c1,null
7,false,37,1,3,1,0,g1,null
7,false,37,2,3,1,0,g2,null
7,false,37,3,3,1,0,c2,null
7,false,38,0,3,1,0,c2,null
7,false,38,1,3,1,0,c1,null
7,false,38,2,3,1,0,g1,null
7,false,38,3,3,1,0,g2,null
7,false,39,0,3,1,0,g2,null
7,false,39,1,3,1,0,c1,null
7,false,39,2,3,1,0,c2,null
7,false,39,3,3,1,0,g1,null
7,false,40,0,3,1,0,g1,null
7,false,40,1,3,1,0,c2,null
7,false,40,2,3,1,0,g2,null
7,false,40,3,3,1,0,c1,null
7,true,0,0,3,2,0,c2,left
7,false,41,0,3,2,0,g1,null
7,false,41,1,3,2,0,g2,null
7,false,41,2,3,2,0,c1,null
7,false,41,3,3,2,0,c2,null
7,false,42,0,3,2,0,g1,null
7,false,42,1,3,2,0,c2,null
7,false,42,2,3,2,0,c1,null
7,false,42,3,3,2,0,g2,null
7,false,43,0,3,2,0,c2,null
7,false,43,1,3,2,0,c1,null
7,false,43,2,3,2,0,g2,null
7,false,43,3,3,2,0,g1,null
7,false,44,0,3,2,0,g1,null
7,false,44,1,3,2,0,g2,null
7,false,44,2,3,2,0,c1,null
7,false,44,3,3,2,0,c2,null
7,false,45,0,3,2,0,c1,null
7,false,45,1,3,2,0,c2,null
7,false,45,2,3,2,0,g2,null
7,false,45,3,3,2,0,g1,null
7,false,46,0,3,2,0,g1,null
7,false,46,1,3,2,0,c1,null
7,false,46,2,3,2,0,g2,null
7,false,46,3,3,2,0,c2,null
7,false,47,0,3,2,0,c2,null
7,false,47,1,3,2,0,g2,null
7,false,47,2,3,2,0,g1,null
7,false,47,3,3,2,0,c1,null
7,false,48,0,3,2,0,c1,null
7,false,48,1,3,2,0,g1,null
7,false,48,2,3,2,0,g2,null
7,false,48,3,3,2,0,c2,null
7,false,49,0,3,2,0,c2,null
7,false,49,1,3,2,0,g2,null
7,false,49,2,3,2,0,c1,null
7,false,49,3,3,2,0,g1,null
7,false,50,0,3,2,0,c2,null
7,false,50,1,3,2,0,g2,null
7,false,50,2,3,2,0,c1,null
7,false,50,3,3,2,0,g1,null
7,true,0,0,3,2,1,c2,left
7,false,51,0,3,2,1,c1,null
7,false,51,1,3,2,1,g1,null
7,false,51,2,3,2,1,g2,null
7,false,51,3,3,2,1,c2,null
7,false,52,0,3,2,1,c1,null
7,false,52,1,3,2,1,g1,null
7,false,52,2,3,2,1,c2,null
7,false,52,3,3,2,1,g2,null
7,false,53,0,3,2,1,g1,null
7,false,53,1,3,2,1,c1,null
7,false,53,2,3,2,1,g2,null
7,false,53,3,3,2,1,c2,null
7,false,54,0,3,2,1,g1,null
7,false,54,1,3,2,1,c2,null
7,false,54,2,3,2,1,c1,null
7,false,54,3,3,2,1,g2,null
7,false,55,0,3,2,1,g2,null
7,false,55,1,3,2,1,g1,null
7,false,55,2,3,2,1,c1,null
7,false,55,3,3,2,1,c2,null
7,false,56,0,3,2,1,c2,null
7,false,56,1,3,2,1,g1,null
7,false,56,2,3,2,1,g2,null
7,false,56,3,3,2,1,c1,null
7,false,57,0,3,2,1,c2,null
7,false,57,1,3,2,1,g1,null
7,false,57,2,3,2,1,g2,null
7,false,57,3,3,2,1,c1,null
7,false,58,0,3,2,1,c1,null
7,false,58,1,3,2,1,g2,null
7,false,58,2,3,2,1,c2,null
7,false,58,3,3,2,1,g1,null
7,false,59,0,3,2,1,c1,null
7,false,59,1,3,2,1,g1,null
7,false,59,2,3,2,1,c2,null
7,false,59,3,3,2,1,g2,null
7,false,60,0,3,2,1,c2,null
7,false,60,1,3,2,1,g2,null
7,false,60,2,3,2,1,g1,null
7,false,60,3,3,2,1,c1,null
7,true,0,0,1,1,1,g2,left
7,false,61,0,1,1,1,g1,null
7,false,61,1,1,1,1,c1,null
7,false,61,2,1,1,1,c2,null
7,false,61,3,1,1,1,g2,null
7,false,62,0,1,1,1,g2,null
7,false,62,1,1,1,1,c2,null
7,false,62,2,1,1,1,g1,null
7,false,62,3,1,1,1,c1,null
7,false,63,0,1,1,1,g2,null
7,false,63,1,1,1,1,c1,null
7,false,63,2,1,1,1,c2,null
7,false,63,3,1,1,1,g1,null
7,false,64,0,1,1,1,c1,null
7,false,64,1,1,1,1,g2,null
7,false,64,2,1,1,1,c2,null
7,false,64,3,1,1,1,g1,null
7,false,65,0,1,1,1,g1,null
7,false,65,1,1,1,1,g2,null
7,false,65,2,1,1,1,c1,null
7,false,65,3,1,1,1,c2,null
7,false,66,0,1,1,1,c1,null
7,false,66,1,1,1,1,g1,null
7,false,66,2,1,1,1,g2,null
7,false,66,3,1,1,1,c2,null
7,false,67,0,1,1,1,c1,null
7,false,67,1,1,1,1,c2,null
7,false,67,2,1,1,1,g2,null
7,false,67,3,1,1,1,g1,null
7,false,68,0,1,1,1,c1,null
7,false,68,1,1,1,1,g2,null
7,false,68,2,1,1,1,c2,null
7,false,68,3,1,1,1,g1,null
7,false,69,0,1,1,1,g1,null
7,false,69,1,1,1,1,g2,null
7,false,69,2,1,1,1,c1,null
7,false,69,3,1,1,1,c2,null
7,false,70,0,1,1,1,c1,null
7,false,70,1,1,1,1,g2,null
7,false,70,2,1,1,1,c2,null
7,false,70,3,1,1,1,g1,null
7,true,0,0,1,1,0,g1,right
7,false,71,0,1,1,0,g2,null
7,false,71,1,1,1,0,c1,null
7,false,71,2,1,1,0,c2,null
7,false,71,3,1,1,0,g1,null
7,false,72,0,1,1,0,c2,null
7,false,72,1,1,1,0,g2,null
7,false,72,2,1,1,0,g1,null
7,false,72,3,1,1,0,c1,null
7,false,73,0,1,1,0,c2,null
7,false,73,1,1,1,0,g2,null
7,false,73,2,1,1,0,g1,null
7,false,73,3,1,1,0,c1,null
7,false,74,0,1,1,0,g2,null
7,false,74,1,1,1,0,c1,null
7,false,74,2,1,1,0,c2,null
7,false,74,3,1,1,0,g1,null
7,false,75,0,1,1,0,c2,null
7,false,75,1,1,1,0,g1,null
7,false,75,2,1,1,0,g2,null
7,false,75,3,1,1,0,c1,null
7,false,76,0,1,1,0,c2,null
7,false,76,1,1,1,0,c1,null
7,false,76,2,1,1,0,g1,null
7,false,76,3,1,1,0,g2,null
7,false,77,0,1,1,0,c2,null
7,false,77,1,1,1,0,c1,null
7,false,77,2,1,1,0,g2,null
7,false,77,3,1,1,0,g1,null
7,false,78,0,1,1,0,g1,null
7,false,78,1,1,1,0,g2,null
7,false,78,2,1,1,0,c1,null
7,false,78,3,1,1,0,c2,null
7,false,79,0,1,1,0,g2,null
7,false,79,1,1,1,0,c2,null
7,false,79,2,1,1,0,c1,null
7,false,79,3,1,1,0,g1,null
7,false,80,0,1,1,0,c1,null
7,false,80,1,1,1,0,c2,null
7,false,80,2,1,1,0,g1,null
7,false,80,3,1,1,0,g2,null
7,true,0,0,1,2,0,g1,left
7,false,81,0,1,2,0,c2,null
7,false,81,1,1,2,0,c1,null
7,false,81,2,1,2,0,g2,null
7,false,81,3,1,2,0,g1,null
7,false,82,0,1,2,0,g2,null
7,false,82,1,1,2,0,c2,null
7,false,82,2,1,2,0,c1,null
7,false,82,3,1,2,0,g1,null
7,false,83,0,1,2,0,c1,null
7,false,83,1,1,2,0,g2,null
7,false,83,2,1,2,0,c2,null
7,false,83,3,1,2,0,g1,null
7,false,84,0,1,2,0,g2,null
7,false,84,1,1,2,0,c1,null
7,false,84,2,1,2,0,c2,null
7,false,84,3,1,2,0,g1,null
7,false,85,0,1,2,0,c2,null
7,false,85,1,1,2,0,c1,null
7,false,85,2,1,2,0,g2,null
7,false,85,3,1,2,0,g1,null
7,false,86,0,1,2,0,g2,null
7,false,86,1,1,2,0,c1,null
7,false,86,2,1,2,0,g1,null
7,false,86,3,1,2,0,c2,null
7,false,87,0,1,2,0,c2,null
7,false,87,1,1,2,0,c1,null
7,false,87,2,1,2,0,g1,null
7,false,87,3,1,2,0,g2,null
7,false,88,0,1,2,0,c2,null
7,false,88,1,1,2,0,g2,null
7,false,88,2,1,2,0,c1,null
7,false,88,3,1,2,0,g1,null
7,false,89,0,1,2,0,g1,null
7,false,89,1,1,2,0,c2,null
7,false,89,2,1,2,0,g2,null
7,false,89,3,1,2,0,c1,null
7,false,90,0,1,2,0,c2,null
7,false,90,1,1,2,0,g2,null
7,false,90,2,1,2,0,c1,null
7,false,90,3,1,2,0,g1,null
7,true,0,0,1,2,1,g2,left
7,false,91,0,1,2,1,c1,null
7,false,91,1,1,2,1,c2,null
7,false,91,2,1,2,1,g1,null
7,false,91,3,1,2,1,g2,null
7,false,92,0,1,2,1,c1,null
7,false,92,1,1,2,1,g2,null
7,false,92,2,1,2,1,c2,null
7,false,92,3,1,2,1,g1,null
7,false,93,0,1,2,1,c2,null
7,false,93,1,1,2,1,c1,null
7,false,93,2,1,2,1,g1,null
7,false,93,3,1,2,1,g2,null
7,false,94,0,1,2,1,g2,null
7,false,94,1,1,2,1,g1,null
7,false,94,2,1,2,1,c1,null
7,false,94,3,1,2,1,c2,null
7,false,95,0,1,2,1,g2,null
7,false,95,1,1,2,1,g1,null
7,false,95,2,1,2,1,c2,null
7,false,95,3,1,2,1,c1,null
7,false,96,0,1,2,1,c1,null
7,false,96,1,1,2,1,g2,null
7,false,96,2,1,2,1,g1,null
7,false,96,3,1,2,1,c2,null
7,false,97,0,1,2,1,c2,null
7,false,97,1,1,2,1,g2,null
7,false,97,2,1,2,1,g1,null
7,false,97,3,1,2,1,c1,null
7,false,98,0,1,2,1,c1,null
7,false,98,1,1,2,1,g1,null
7,false,98,2,1,2,1,g2,null
7,false,98,3,1,2,1,c2,null
7,false,99,0,1,2,1,c2,null
7,false,99,1,1,2,1,g2,null
7,false,99,2,1,2,1,c1,null
7,false,99,3,1,2,1,g1,null
7,false,100,0,1,2,1,g1,null
7,false,100,1,1,2,1,c1,null
7,false,100,2,1,2,1,c2,null
7,false,100,3,1,2,1,g2,null
7,true,0,0,1,3,1,g2,right
7,false,101,0,1,3,1,c2,null
7,false,101,1,1,3,1,g1,null
7,false,101,2,1,3,1,g2,null
7,false,101,3,1,3,1,c1,null
7,false,102,0,1,3,1,c1,null
7,false,102,1,1,3,1,c2,null
7,false,102,2,1,3,1,g1,null
7,false,102,3,1,3,1,g2,null
7,false,103,0,1,3,1,g2,null
7,false,103,1,1,3,1,c1,null
7,false,103,2,1,3,1,g1,null
7,false,103,3,1,3,1,c2,null
7,false,104,0,1,3,1,c1,null
7,false,104,1,1,3,1,g2,null
7,false,104,2,1,3,1,c2,null
7,false,104,3,1,3,1,g1,null
7,false,105,0,1,3,1,c1,null
7,false,105,1,1,3,1,g2,null
7,false,105,2,1,3,1,c2,null
7,false,105,3,1,3,1,g1,null
7,false,106,0,1,3,1,c1,null
7,false,106,1,1,3,1,g1,null
7,false,106,2,1,3,1,c2,null
7,false,106,3,1,3,1,g2,null
7,false,107,0,1,3,1,g2,null
7,false,107,1,1,3,1,g1,null
7,false,107,2,1,3,1,c1,null
7,false,107,3,1,3,1,c2,null
7,false,108,0,1,3,1,g2,null
7,false,108,1,1,3,1,c1,null
7,false,108,2,1,3,1,g1,null
7,false,108,3,1,3,1,c2,null
7,false,109,0,1,3,1,g1,null
7,false,109,1,1,3,1,c1,null
7,false,109,2,1,3,1,g2,null
7,false,109,3,1,3,1,c2,null
7,false,110,0,1,3,1,g2,null
7,false,110,1,1,3,1,c1,null
7,false,110,2,1,3,1,c2,null
7,false,110,3,1,3,1,g1,null
7,true,0,0,1,3,0,c1,right
7,false,111,0,1,3,0,c1,null
7,false,111,1,1,3,0,g2,null
7,false,111,2,1,3,0,g1,null
7,false,111,3,1,3,0,c2,null
7,false,112,0,1,3,0,g1,null
7,false,112,1,1,3,0,g2,null
7,false,112,2,1,3,0,c2,null
7,false,112,3,1,3,0,c1,null
7,false,113,0,1,3,0,g2,null
7,false,113,1,1,3,0,c2,null
7,false,113,2,1,3,0,c1,null
7,false,113,3,1,3,0,g1,null
7,false,114,0,1,3,0,g1,null
7,false,114,1,1,3,0,g2,null
7,false,114,2,1,3,0,c2,null
7,false,114,3,1,3,0,c1,null
7,false,115,0,1,3,0,g1,null
7,false,115,1,1,3,0,g2,null
7,false,115,2,1,3,0,c1,null
7,false,115,3,1,3,0,c2,null
7,false,116,0,1,3,0,g2,null
7,false,116,1,1,3,0,g1,null
7,false,116,2,1,3,0,c2,null
7,false,116,3,1,3,0,c1,null
7,false,117,0,1,3,0,c1,null
7,false,117,1,1,3,0,g1,null
7,false,117,2,1,3,0,c2,null
7,false,117,3,1,3,0,g2,null
7,false,118,0,1,3,0,c1,null
7,false,118,1,1,3,0,g1,null
7,false,118,2,1,3,0,g2,null
7,false,118,3,1,3,0,c2,null
7,false,119,0,1,3,0,g1,null
7,false,119,1,1,3,0,c1,null
7,false,119,2,1,3,0,c2,null
7,false,119,3,1,3,0,g2,null
7,false,120,0,1,3,0,c2,null
7,false,120,1,1,3,0,g1,null
7,false,120,2,1,3,0,g2,null
7,false,120,3,1,3,0,c1,null
7,true,0,0,2,2,0,c2,left
7,false,121,0,2,2,0,g2,null
7,false,121,1,2,2,0,c2,null
7,false,121,2,2,2,0,c1,null
7,false,121,3,2,2,0,g1,null
7,false,122,0,2,2,0,c1,null
7,false,122,1,2,2,0,c2,null
7,false,122,2,2,2,0,g2,null
7,false,122,3,2,2,0,g1,null
7,false,123,0,2,2,0,c1,null
7,false,123,1,2,2,0,g2,null
7,false,123,2,2,2,0,g1,null
7,false,123,3,2,2,0,c2,null
7,false,124,0,2,2,0,g2,null
7,false,124,1,2,2,0,c1,null
7,false,124,2,2,2,0,g1,null
7,false,124,3,2,2,0,c2,null
7,false,125,0,2,2,0,c2,null
7,false,125,1,2,2,0,c1,null
7,false,125,2,2,2,0,g1,null
7,false,125,3,2,2,0,g2,null
7,false,126,0,2,2,0,c1,null
7,false,126,1,2,2,0,g2,null
7,false,126,2,2,2,0,g1,null
7,false,126,3,2,2,0,c2,null
7,false,127,0,2,2,0,g1,null
7,false,127,1,2,2,0,g2,null
7,false,127,2,2,2,0,c1,null
7,false,127,3,2,2,0,c2,null
7,false,128,0,2,2,0,g1,null
7,false,128,1,2,2,0,g2,null
7,false,128,2,2,2,0,c2,null
7,false,128,3,2,2,0,c1,null
7,false,129,0,2,2,0,c1,null
7,false,129,1,2,2,0,c2,null
7,false,129,2,2,2,0,g2,null
7,false,129,3,2,2,0,g1,null
7,false,130,0,2,2,0,g2,null
7,false,130,1,2,2,0,g1,null
7,false,130,2,2,2,0,c1,null
7,false,130,3,2,2,0,c2,null
7,true,0,0,2,2,1,g2,left
7,false,131,0,2,2,1,g1,null
7,false,131,1,2,2,1,c2,null
7,false,131,2,2,2,1,c1,null
7,false,131,3,2,2,1,g2,null
7,false,132,0,2,2,1,c2,null
7,false,132,1,2,2,1,g1,null
7,false,132,2,2,2,1,g2,null
7,false,132,3,2,2,1,c1,null
7,false,133,0,2,2,1,c1,null
7,false,133,1,2,2,1,c2,null
7,false,133,2,2,2,1,g2,null
7,false,133,3,2,2,1,g1,null
7,false,134,0,2,2,1,c1,null
7,false,134,1,2,2,1,g2,null
7,false,134,2,2,2,1,c2,null
7,false,134,3,2,2,1,g1,null
7,false,135,0,2,2,1,c1,null
7,false,135,1,2,2,1,g1,null
7,false,135,2,2,2,1,g2,null
7,false,135,3,2,2,1,c2,null
7,false,136,0,2,2,1,c1,null
7,false,136,1,2,2,1,c2,null
7,false,136,2,2,2,1,g2,null
7,false,136,3,2,2,1,g1,null
7,false,137,0,2,2,1,g1,null
7,false,137,1,2,2,1,c2,null
7,false,137,2,2,2,1,c1,null
7,false,137,3,2,2,1,g2,null
7,false,138,0,2,2,1,g2,null
7,false,138,1,2,2,1,c2,null
7,false,138,2,2,2,1,g1,null
7,false,138,3,2,2,1,c1,null
7,false,139,0,2,2,1,c1,null
7,false,139,1,2,2,1,g1,null
7,false,139,2,2,2,1,g2,null
7,false,139,3,2,2,1,c2,null
7,false,140,0,2,2,1,g2,null
7,false,140,1,2,2,1,g1,null
7,false,140,2,2,2,1,c1,null
7,false,140,3,2,2,1,c2,null
7,true,0,0,2,3,1,c2,left
7,false,141,0,2,3,1,c1,null
7,false,141,1,2,3,1,g2,null
7,false,141,2,2,3,1,g1,null
7,false,141,3,2,3,1,c2,null
7,false,142,0,2,3,1,c2,null
7,false,142,1,2,3,1,c1,null
7,false,142,2,2,3,1,g1,null
7,false,142,3,2,3,1,g2,null
7,false,143,0,2,3,1,g2,null
7,false,143,1,2,3,1,g1,null
7,false,143,2,2,3,1,c1,null
7,false,143,3,2,3,1,c2,null
7,false,144,0,2,3,1,g2,null
7,false,144,1,2,3,1,c2,null
7,false,144,2,2,3,1,g1,null
7,false,144,3,2,3,1,c1,null
7,false,145,0,2,3,1,c2,null
7,false,145,1,2,3,1,g2,null
7,false,145,2,2,3,1,c1,null
7,false,145,3,2,3,1,g1,null
7,false,146,0,2,3,1,c2,null
7,false,146,1,2,3,1,c1,null
7,false,146,2,2,3,1,g2,null
7,false,146,3,2,3,1,g1,null
7,false,147,0,2,3,1,c2,null
7,false,147,1,2,3,1,g2,null
7,false,147,2,2,3,1,g1,null
7,false,147,3,2,3,1,c1,null
7,false,148,0,2,3,1,c1,null
7,false,148,1,2,3,1,c2,null
7,false,148,2,2,3,1,g1,null
7,false,148,3,2,3,1,g2,null
7,false,149,0,2,3,1,c2,null
7,false,149,1,2,3,1,g1,null
7,false,149,2,2,3,1,g2,null
7,false,149,3,2,3,1,c1,null
7,false,150,0,2,3,1,c1,null
7,false,150,1,2,3,1,g2,null
7,false,150,2,2,3,1,g1,null
7,false,150,3,2,3,1,c2,null
7,true,0,0,2,3,0,g1,right
7,false,151,0,2,3,0,c2,null
7,false,151,1,2,3,0,g1,null
7,false,151,2,2,3,0,c1,null
7,false,151,3,2,3,0,g2,null
7,false,152,0,2,3,0,g1,null
7,false,152,1,2,3,0,c2,null
7,false,152,2,2,3,0,g2,null
7,false,152,3,2,3,0,c1,null
7,false,153,0,2,3,0,c1,null
7,false,153,1,2,3,0,g1,null
7,false,153,2,2,3,0,g2,null
7,false,153,3,2,3,0,c2,null
7,false,154,0,2,3,0,c2,null
7,false,154,1,2,3,0,c1,null
7,false,154,2,2,3,0,g1,null
7,false,154,3,2,3,0,g2,null
7,false,155,0,2,3,0,g1,null
7,false,155,1,2,3,0,c2,null
7,false,155,2,2,3,0,c1,null
7,false,155,3,2,3,0,g2,null
7,false,156,0,2,3,0,c1,null
7,false,156,1,2,3,0,g2,null
7,false,156,2,2,3,0,c2,null
7,false,156,3,2,3,0,g1,null
7,false,157,0,2,3,0,c2,null
7,false,157,1,2,3,0,g1,null
7,false,157,2,2,3,0,c1,null
7,false,157,3,2,3,0,g2,null
7,false,158,0,2,3,0,c1,null
7,false,158,1,2,3,0,c2,null
7,false,158,2,2,3,0,g2,null
7,false,158,3,2,3,0,g1,null
7,false,159,0,2,3,0,c1,null
7,false,159,1,2,3,0,g2,null
7,false,159,2,2,3,0,g1,null
7,false,159,3,2,3,0,c2,null
7,false,160,0,2,3,0,c2,null
7,false,160,1,2,3,0,g2,null
7,false,160,2,2,3,0,g1,null
