
65656,1,1,uncongruent,Save as,Save as,null,left,wrong,2353,2017-05-30 17:00:50
65656,1,2,uncongruent,g1,null,g1,left,wrong,1021,2017-05-30 17:00:51
65656,1,3,uncongruent,g2,null,g2,left,wrong,807,2017-05-30 17:00:52
65656,1,4,uncongruent,Save,Save,null,left,wrong,603,2017-05-30 17:00:53
65656,1,5,uncongruent,Save as,Save as,null,left,wrong,598,2017-05-30 17:00:53
65656,1,6,uncongruent,g1,null,g1,left,wrong,499,2017-05-30 17:00:54
65656,1,7,uncongruent,g2,null,g2,left,wrong,521,2017-05-30 17:00:54
65656,1,8,uncongruent,Save,Save,null,left,wrong,653,2017-05-30 17:00:55
65656,1,9,uncongruent,Save as,Save as,null,left,wrong,532,2017-05-30 17:00:56
65656,1,10,uncongruent,g1,null,g1,left,wrong,604,2017-05-30 17:00:56
65656,1,11,uncongruent,g2,null,g2,left,wrong,548,2017-05-30 17:00:57
65656,1,12,uncongruent,Save,Save,null,left,wrong,573,2017-05-30 17:00:57
65656,1,13,uncongruent,Save as,Save as,null,left,wrong,337,2017-05-30 17:00:58
65656,1,14,uncongruent,g1,null,g1,left,wrong,236,2017-05-30 17:00:58
65656,1,15,uncongruent,g2,null,g2,left,wrong,261,2017-05-30 17:00:58
65656,1,16,uncongruent,Save,Save,null,left,wrong,208,2017-05-30 17:00:58
