
888,1,1,uncongruent,Save as,Save as,null,left,wrong,1056,2017-05-30 16:59:46
888,1,2,uncongruent,g1,null,g1,left,wrong,1152,2017-05-30 16:59:47
888,1,3,uncongruent,g2,null,g2,left,wrong,717,2017-05-30 16:59:48
888,1,4,uncongruent,Save,Save,null,left,wrong,2076,2017-05-30 16:59:50
888,1,5,uncongruent,Save as,Save as,null,left,wrong,775,2017-05-30 16:59:51
888,1,6,uncongruent,g1,null,g1,left,wrong,726,2017-05-30 16:59:51
888,1,7,uncongruent,g2,null,g2,left,wrong,546,2017-05-30 16:59:52
888,1,8,uncongruent,Save,Save,null,left,wrong,1114,2017-05-30 16:59:53
888,1,9,uncongruent,Save as,Save as,null,left,wrong,624,2017-05-30 16:59:54
888,1,10,uncongruent,g1,null,g1,left,wrong,493,2017-05-30 16:59:54
888,1,11,uncongruent,g2,null,g2,left,wrong,290,2017-05-30 16:59:54
888,1,12,uncongruent,Save,Save,null,left,wrong,232,2017-05-30 16:59:55
888,1,13,uncongruent,Save as,Save as,null,left,wrong,598,2017-05-30 16:59:55
888,1,14,uncongruent,g1,null,g1,left,wrong,218,2017-05-30 16:59:55
888,1,15,uncongruent,g2,null,g2,left,wrong,194,2017-05-30 16:59:56
888,1,16,uncongruent,Save,Save,null,left,wrong,419,2017-05-30 16:59:56
888,1,17,uncongruent,Save as,Save as,null,left,wrong,233,2017-05-30 16:59:56
888,1,18,uncongruent,g1,null,g1,left,wrong,410,2017-05-30 16:59:57
888,1,19,uncongruent,g2,null,g2,left,wrong,389,2017-05-30 16:59:57
888,1,20,uncongruent,Save,Save,null,left,wrong,193,2017-05-30 16:59:57
