
6,1,1,uncongruent,Save as,Save as,null,left,wrong,813,2017-05-30 17:02:16
6,1,2,uncongruent,g1,null,g1,left,wrong,534,2017-05-30 17:02:17
6,1,3,uncongruent,g2,null,g2,left,wrong,486,2017-05-30 17:02:17
6,1,4,uncongruent,Save,Save,null,left,wrong,493,2017-05-30 17:02:18
6,1,5,uncongruent,Save as,Save as,null,left,wrong,467,2017-05-30 17:02:18
6,1,6,uncongruent,g1,null,g1,left,wrong,469,2017-05-30 17:02:18
6,1,7,uncongruent,g2,null,g2,left,wrong,337,2017-05-30 17:02:19
6,1,8,uncongruent,Save,Save,null,left,wrong,540,2017-05-30 17:02:19
6,1,9,uncongruent,Save as,Save as,null,left,wrong,363,2017-05-30 17:02:20
6,1,10,uncongruent,g1,null,g1,left,wrong,203,2017-05-30 17:02:20
6,1,11,uncongruent,g2,null,g2,left,wrong,394,2017-05-30 17:02:20
