
9999999,1,1,congruent,Save as,Save as,null,left,correct,590,2017-05-30 17:05:34
9999999,1,2,congruent,g1,null,g1,left,correct,523,2017-05-30 17:05:35
9999999,1,3,congruent,g2,null,g2,left,correct,484,2017-05-30 17:05:35
9999999,1,4,congruent,Save,Save,null,left,correct,468,2017-05-30 17:05:35
9999999,1,5,congruent,Save as,Save as,null,left,correct,552,2017-05-30 17:05:36
9999999,1,6,congruent,g1,null,g1,left,correct,613,2017-05-30 17:05:37
9999999,1,7,congruent,g2,null,g2,left,correct,370,2017-05-30 17:05:37
9999999,1,8,congruent,Save,Save,null,left,correct,759,2017-05-30 17:05:38
9999999,1,9,congruent,Save as,Save as,null,left,correct,122,2017-05-30 17:05:38
9999999,1,10,congruent,g1,null,g1,left,correct,216,2017-05-30 17:05:38
9999999,1,11,congruent,g2,null,g2,left,correct,105,2017-05-30 17:05:38
9999999,1,12,congruent,Save,Save,null,left,correct,1906,2017-05-30 17:05:40
9999999,1,13,congruent,Save as,Save as,null,left,correct,454,2017-05-30 17:05:41
9999999,1,14,congruent,g1,null,g1,left,correct,111,2017-05-30 17:05:41
9999999,1,15,congruent,g2,null,g2,left,correct,177,2017-05-30 17:05:41
9999999,1,16,congruent,Save,Save,null,left,correct,161,2017-05-30 17:05:41
9999999,1,17,congruent,Save as,Save as,null,left,correct,179,2017-05-30 17:05:41
9999999,1,18,congruent,g1,null,g1,left,correct,161,2017-05-30 17:05:41
9999999,1,19,congruent,g2,null,g2,left,correct,161,2017-05-30 17:05:42
9999999,1,20,congruent,Save,Save,null,left,correct,152,2017-05-30 17:05:42
