
9,1,1,congruent,Save as,Save as,null,left,correct,594,2017-05-30 15:19:44
9,1,2,congruent,g1,null,g1,left,correct,653,2017-05-30 15:19:45
9,1,3,congruent,g2,null,g2,left,correct,643,2017-05-30 15:19:45
9,1,4,congruent,Save,Save,null,left,correct,619,2017-05-30 15:19:46
9,1,5,congruent,Save as,Save as,null,left,correct,547,2017-05-30 15:19:47
9,1,6,congruent,g1,null,g1,left,correct,507,2017-05-30 15:19:47
9,1,7,congruent,g2,null,g2,left,correct,413,2017-05-30 15:19:47
9,1,8,congruent,Save,Save,null,left,correct,153,2017-05-30 15:19:48
9,1,9,congruent,Save as,Save as,null,left,correct,162,2017-05-30 15:19:48
9,1,10,congruent,g1,null,g1,left,correct,539,2017-05-30 15:19:48
9,1,11,congruent,g2,null,g2,left,correct,266,2017-05-30 15:19:49
9,1,12,congruent,Save,Save,null,left,correct,257,2017-05-30 15:19:49
9,1,1,congruent,Save as,Save as,null,left,correct,145,2017-05-30 16:58:04
9,1,2,congruent,g1,null,g1,left,correct,201,2017-05-30 16:58:04
9,1,3,congruent,g2,null,g2,left,correct,5245,2017-05-30 16:58:09
9,1,4,congruent,Save,Save,null,left,correct,587,2017-05-30 16:58:10
9,1,5,congruent,Save as,Save as,null,left,correct,1774,2017-05-30 16:58:12
9,1,6,congruent,g1,null,g1,left,correct,537,2017-05-30 16:58:12
9,1,7,congruent,g2,null,g2,left,correct,607,2017-05-30 16:58:13
9,1,8,congruent,Save,Save,null,left,correct,625,2017-05-30 16:58:13
9,1,9,congruent,Save as,Save as,null,left,correct,741,2017-05-30 16:58:14
9,1,10,congruent,g1,null,g1,left,correct,298,2017-05-30 16:58:14
9,1,11,congruent,g2,null,g2,left,correct,251,2017-05-30 16:58:15
9,1,12,congruent,Save,Save,null,left,correct,314,2017-05-30 16:58:15
9,1,13,congruent,Save as,Save as,null,left,correct,1242,2017-05-30 16:58:16
9,1,14,congruent,g1,null,g1,left,correct,226,2017-05-30 16:58:16
9,1,15,congruent,g2,null,g2,left,correct,356,2017-05-30 16:58:17
